119,AB/0155,Wimpole Clinic,"18 St Michael Road, Aba",,Aba South,Abia
120,AB/0166,Care Foundation Hospital,4 Ehiemere Crescent Off Brass Aba,,Aba North,Abia
121,AB/0167,Ijeoma Clinic,"Umuogo, Ubakala, Umuahia",,Umuahia South,Abia
122,AB/0170,MC Hospital,"59, Omuma Road, Aba",,Aba South,Abia
123,AD/0001,Cottage Hospita,Fufore,"Gen. Med. Practice, Gen. Surgery, Laboratory",Fufore,Adamawa
124,AD/0002,"General Hospital, Ganye","Ganye, Adamawa State",,Ganye,Adamawa
125,AD/0003,General Hospital,Ganye,"O &G, Int. Medicine, Gen. Surgery, Paediatrics, Radiology, Ophthalmology, Dentistry, Laboratory, Pharmacy",Ganye,Adamawa
126,AD/0004,Cottage Hospital,Guyuk,"Gen. Med. Practice, Gen. Surgery, Laboratory",Guyuk,Adamawa
127,AD/0005,Cottage Hospital,Hong,"Gen. Med. Practice, Gen. Surgery, Laboratory",Hong,Adamawa
128,AD/0006,"Cottage Hospital, Mayo-Belwa",Mayo-Belwa,,Mayo - Belwa,Adamawa
129,AD/0007,Cottage Hospital,Mayo-Belwa,"Gen. Med. Practice, Gen. Surgery, Laboratory",Mayo - Belwa,Adamawa
130,AD/0009,General Hospital,Michika,"Gem. Med. Practice, Gen. Surgery, Opthalmology, Dentistry, Radiology, Laboratory",Michika,Adamawa
131,AD/0011,Beekay Clinic & Maternity,"Maiha Road, Mubi",,Mubi South,Adamawa
132,AD/0012,General Hospital,Mubi,"Gen. Med. Practice, Gen. Surgery, Dentistry, Oph'thalmology, Radiology,Pharmacy, Laboratory,",Mubi South,Adamawa
133,AD/0013,"General Hospital, Numan",Numan,,Numan,Adamawa
134,AD/0014,General Hospital,Numan,"Gen. Med. Practice, Gen. Surgery, Dentistry, Radiology, Pharmacy",Numan,Adamawa
135,AD/0015,"Cottage Hospital, Song",Song,,Song,Adamawa
136,AD/0016,Cottage Hospital,Song,"Gen. Med. Practice, Gen. Surgery, Laboratory",Song,Adamawa
137,AD/0017,"Specialist Hospital, Yola",Yola,,Yola North,Adamawa
138,AD/0018,Barka Clinic & Maternity,Uba Town,,Yola North,Adamawa
139,AD/0019,Triumph Medical Clinic,"Mubi Road, Jimeta",,Yola North,Adamawa
140,AD/0020,Matco Clinic,"Army Barracks Road, Malamre, Yola",,Yola North,Adamawa
141,AD/0021,Galbose Clinic,"Mubi Road, Yola",,Yola North,Adamawa
142,AD/0022,Mahmud Clinic,"Jimeta, Yola",,Yola North,Adamawa
143,AD/0023,Dawau Clinic Ltd.,Jimeta Yola,,Yola North,Adamawa
144,AD/0024,Peace Hospital,"No. 2 Luggere Street, Beside St. Theresa''''s Cathedral, Yola, Adamawa State",,Yola North,Adamawa
145,AD/0025,Adamawa Hospital,"Abuja Road, Yola Town",,Yola North,Adamawa
146,AD/0026,Springfield Hospital,"Damilu Airport Road, Jimeta, Yola",,Yola North,Adamawa
147,AD/0027,Sauki Medical Clinic,"Bauchi Street, Off Mustapha Moh''D Way, Jimeta, Yola",,Yola North,Adamawa
148,AD/0028,The Freedom Polyclinic,"9b Hospital Road, Jimeta",,Yola North,Adamawa
149,AD/0029,Galbose Clinic & Maternity,"22 Atiki Abubakar Way, Jimeta, Yola",,Yola North,Adamawa
150,AD/0030,Jimeta Clinics & Maternity,"Bishop Street, Jimeta, Yola",,Yola North,Adamawa
151,AD/0031,Arhyel Medical Centre,Yola Bye-Pass,"Gen. Med., Gen. Surgery",Yola North,Adamawa
152,AD/0032,Specialist Hospital,Yola,"Int. med., Gen. Surgery, Dentistry, Ophthalmology, O & G, Lab., Pharmacy, Orthopaedic, Psychiatry, Paediatrics, Physiotherapy, Radiology",Yola North,Adamawa
153,AD/0033,Federal Medical Centre,Yola,"O & G, Paediatrics, Internal Med., Surgery, Radiology, Physiotheraphy, Pharmacy, Laboratory, Dentistry, Ophthalmology, Psychiatry.",Yola North,Adamawa
154,AD/0034,Triumph Medical Clinic,"Mubi Road, Jimeta","Gen. Med. Practice, Gen. Surgery, O & G, Radiology, Laboratory",Yola North,Adamawa
155,AD/0035,Matco Clinic,"Army Barracks Road, Yola","Gen. Med. Practice, Gen. Surgery, Radiology, Laboratory",Yola North,Adamawa
156,AD/0037,Mahmud Clinic,Jimeta,"Gen. Med. Practice, Gen. Surgery, Radiology, Laboratory",Yola North,Adamawa
157,AD/0038,Dawa'u Clinic Ltd,"Yola, Adamawa State.","Gen. Med. Practice, Gen. Surgery, Laboratory",Yola North,Adamawa
158,AD/0039,Peace Clinic Ltd,"Mustapha Mohammed State, Jimeta","Gen. Med. Practice, Gen. Surgery, Laboratory",Yola North,Adamawa
159,AD/0040,Adamawa Hospital,"Abuja Road, Yola","Gen. Med. Practice, Gen. Surgery, Laboratory",Yola South,Adamawa
