595,BN/0045,Josac Pharm. Ltd.,"No 5, Railway By-Pass, Makurdi",Pharmacy,Makurdi,Benue
596,BN/0047,Ad-tophin Pharmaceuticals Ltd.,"Gboko Road, High Level, Makurdi",Pharmacy,Makurdi,Benue
597,BN/0048,"General Hospital, Oju",Oju,,Oju,Benue
598,BN/0049,"General Hospital,Okpoga","Okpoga,",,Okpokwu,Benue
599,BN/0050,General Hospital,"Okpoga, Benue State","Pharmacy, Laboratory, Radiology",Okpokwu,Benue
600,BN/0051,"General Hospital, Otukpo",Otukpo,,Otukpo,Benue
601,BN/0052,St. Daniel's Hospital,"Behind Elipi Motor Park, Otukpo",,Otukpo,Benue
602,BN/0053,Abo Clinic & Maternity,"Along Enugu Expressway, Otukpa Branch, Otukpa",,Ogbadibo,Benue
603,BN/0054,Salem Hospital,"G.S.S Road, Otukpo",,Otukpo,Benue
604,BN/0055,"General Hospital,",Otukpo,"Laboratory, General Surgery, Gen. Medicine, Dentistry, Pharmacy",Otukpo,Benue
605,BN/0056,Mosdan Pharmacy,"Federal Road, Otukpo",Pharmacy,Otukpo,Benue
606,BN/0058,"General Hospital, Vandeikya",Vandeikya,,Vandeikya,Benue
607,BN/0059,45 Nigerian Airforce Hospital,"Air Force Base, Makurdi, Benue State",,Makurdi,Benue
608,BN/0060,Federal Staff Clinic,"Federal Secretariat, Makurdi, Benue State",,Makurdi,Benue
609,BN/0061,72 Para Bn MRS Makurdi,"Makurdi, Benue State",,Makurdi,Benue
610,BN/0063,NASME MIR Makurdi,"Makurdi, Benue State",,Makurdi,Benue
611,BN/0064,Cottage Hospital/Comprehensive Health Centre,"Benue State Police Command, Makurdi, Benue State",,Makurdi,Benue
612,BN/0066,Benue Women Clinic,"35, Modern Market Rd Makurdi",Primary,Makurdi,Benue
613,BN/0067,Kings Cross Clinic,"20, Badagry Str High Level Makurdi",Primary,Makurdi,Benue
614,BN/0068,Rahama Clinic & Maternity,"12, Brewery Qtrs Opp Benue State University Medical School Gboko Rd Makurdi",Primary,Makurdi,Benue
615,BN/0069,Multicare Hospital,Ogbaji Jonah Str Behind LG Commission Makurdi,Primary,Makurdi,Benue
616,BN/0070,Med-Pearle Pharmacy & stores,54 Iyorchia Ayu Rd wurukum Makurdi,Pharmacy,Makurdi,Benue
617,BN/0071,Nativity Pharmacy Ltd Diocese Of Makurdi,"1 Front Of Federal Medical centre, Makurdi",Pharmacy,Makurdi,Benue
618,BN/0072,Benue Women Clinic,35 Modern Market Rd Makurdi,"Laboratory, O&G",Makurdi,Benue
619,BN/0073,Tosem Specialist Giagnostic Laboratory,33 Old Oturkpo Rd High Level Makurdi,Laboratory,Makurdi,Benue
620,BN/0076,Federal Staff Clinic Makurdi,Federal Secretariat Complex Makurdi,Pharmacy,Makurdi,Benue
621,BN/0077,Sandra Hospital,"24 JS tarka Rd Opp Maltino Filling Station, Makurdi",Dermatology,Makurdi,Benue
622,BN/0078,Immanuel Medical centre/Eye Specialist Clinic,"39, Modern Market Rd Makurdi",Ophthalmology,Makurdi,Benue
623,BN/0080,"University of Agriculture, Makurdi","Makurdi, Benue State",,Makurdi,Benue
624,BN/0082,OK Specialist Hospital,"Along Modem Market Road, Makurdi, Benue State",Psychiatry,Makurdi,Benue
625,BN/0083,Jonado Pharmacy,Km 7 Otukpo Rd Kanshio Near Seminary Makurdi,Pharmacy,Makurdi,Benue
626,BN/0084,DSS Clinic,"Makurdi, Benue State",,Makurdi,Benue
627,BN/0085,"General Hospital, Zakibiam","Zakibiam, Benue State",,Vandeikya,Benue
628,BN/0086,"General Hospital, Iwannune","Iwannune, Benue State",,Tarka,Benue
